_orig_index,text,clean_text_sample,text_sentiment
917,Im curious what the different perspectives are on the current #Crypto #bearmarket?,Im curious what the different perspectives are on the current #Crypto #bearmarket?,1
918,Impeach Biden! #Cryptocrash #stockmarketcrash #BitcoinCrash,Impeach Biden! #Cryptocrash #stockmarketcrash #BitcoinCrash,0
919,Important to pay attention to the futures and what is going on in the stock markets. They are tumbling and falling: is a recession around the corner or this is just a temporary panic? Not sure what is going on but the US yield is not looking good #stockmarketcrash #inflation,Important to pay attention to the futures and what is going on in the stock markets. They are tumbling and falling: is a recession around the corner or this is just a temporary panic? Not sure what is going on but the US yield is not looking good #stockmarketcrash #inflation,2
920,"In 2020 I was crunching numbers to calculate intrinsic value. I checked the calcs today and noticed a major error. I forgot to carry the 1. I was bullish all along when in fact it__ been overvalued. Everyone must sell! There is no dip!

$QQQ #stockmarketcrash #bubble #investing",In 2020 I was crunching numbers to calculate intrinsic value. I checked the calcs today and noticed a major error. I forgot to carry the 1. I was bullish all along when in fact it__ been overvalued. Everyone must sell! There is no dip! <TICKER> #stockmarketcrash #bubble #investing,2
921,"In 2022, @PeterSchiff will be proven right about everything.

Very soon coming to a theatre near you.

But for just one day.

#stockmarketcrash #StockMarket #stocks","In 2022, <USER> will be proven right about everything. Very soon coming to a theatre near you. But for just one day. #stockmarketcrash #StockMarket #stocks",0
922,"In Volatile market due to geopolitical tensions,  I follow sitting tight on the sidelines approach. This is a good time for folks who invest through SIP. 
At times Money Saved is Money earned.
this is my personal view

#stockmarketcrash #sharemarket #StockMarket #investing #Nifty","In Volatile market due to geopolitical tensions, I follow sitting tight on the sidelines approach. This is a good time for folks who invest through SIP. At times Money Saved is Money earned. this is my personal view #stockmarketcrash #sharemarket #StockMarket #investing #Nifty",1
923,In a #BearMarket he who has cash is King _¤´ and she who has cash is Queen __,In a #BearMarket he who has cash is King _¤ ́ and she who has cash is Queen __,0
924,"In a Bear Market, 
Not taking a loss is also a profit!!! 

#stockmarketcrash #StockMarket #stocks","In a Bear Market, Not taking a loss is also a profit!!! #stockmarketcrash #StockMarket #stocks",1
925,"In a recent interview, @saylor has pointed out that despite the current #BearMarket, #BTC will shoot up to $1 million. ____ According to him, #BTC is truly a unique asset in terms of #adoption and #security.

__ Do you agree? Share your views â¬__","In a recent interview, <USER> has pointed out that despite the current #BearMarket, #BTC will shoot up to $1 million. ____ According to him, #BTC is truly a unique asset in terms of #adoption and #security. __ Do you agree? Share your views â¬__",1
926,"In an alternative universe, the Fed didn't step in with unlimited QE in March 2020, the #bearmarket happened when it should have, and 2 years later, by May 2021, the S&amp;P500 has regained its 2,000-points ATH, and ready to kick into a new secular bullmarket for the next 20 years.","In an alternative universe, the Fed didn't step in with unlimited QE in March 2020, the #bearmarket happened when it should have, and 2 years later, by May 2021, the S&amp;P500 has regained its 2,000-points ATH, and ready to kick into a new secular bullmarket for the next 20 years.",1
927,"In bull markets, it is easy to forget that this game is ultimately won by the living. When you__e dead, nothing good can happen. Death is forever.

#HappyMonday #bearmarket","In bull markets, it is easy to forget that this game is ultimately won by the living. When you__e dead, nothing good can happen. Death is forever. #HappyMonday #bearmarket",2
928,"In one year of presidency @JoeBiden has lost Afghanistan and Ukraine. This must be a record. 

@POTUS 
#Ukraine #stockmarketcrash",In one year of presidency <USER> has lost Afghanistan and Ukraine. This must be a record. <USER> #Ukraine #stockmarketcrash,2
929,"In other news_
ASOS and THG having their 90% off summer #share price sales.
Halfords only discounted by a more miserly 70%.

Now that__ what a proper #bearmarket looks like.
#stockmarketcrash",In other news_ ASOS and THG having their 90% off summer #share price sales. Halfords only discounted by a more miserly 70%. Now that__ what a proper #bearmarket looks like. #stockmarketcrash,1
930,"In such a volatile market to make #Trading easy and peaceful do buy both Call and Put of ITM strike price and enjoy the ride with predefined risk! 

#stockmarketcrash",In such a volatile market to make #Trading easy and peaceful do buy both Call and Put of ITM strike price and enjoy the ride with predefined risk! #stockmarketcrash,1
931,"In the past three months, Netflix has now lost HALF of its total value_ #stockmarketcrash","In the past three months, Netflix has now lost HALF of its total value_ #stockmarketcrash",2
932,"In this #bearmarket @OmaxToken  reached at 4.9k #BNB liquidity pool,I would like to thanks our community on behalf of #omax to make us more and more stronger day by day.Developments are going on #blockchain .Fill your bags .#btc #CryptoMarket #Crypto #cryptocurrency #blockchain","In this #bearmarket <USER> reached at 4.9k #BNB liquidity pool,I would like to thanks our community on behalf of #omax to make us more and more stronger day by day.Developments are going on #blockchain .Fill your bags .#btc #CryptoMarket #Crypto #cryptocurrency #blockchain",1
933,"In this Panic selling , Look for the scrips which are not falling or are strong.
Those will be first one to gain upside more likely!!
#nifty #stockmarketcrash","In this Panic selling , Look for the scrips which are not falling or are strong. Those will be first one to gain upside more likely!! #nifty #stockmarketcrash",1
934,"In this type of market people should avoid overnight positions, this time you should become a day trader(my opinion)
#daytrading #TRADINGTIPS #stockmarketcrash","In this type of market people should avoid overnight positions, this time you should become a day trader(my opinion) #daytrading #TRADINGTIPS #stockmarketcrash",2
935,"India lost - 19 lakh crores 

Because of Russia-Ukraine war......While, 

Ukraine's GDP - Approx. 12 lakh crores 

_¤¯_¤¯_¤¯
#RussiaUkraineConflict #stockmarketcrash #StockMarketindia","India lost - 19 lakh crores Because of Russia-Ukraine war......While, Ukraine's GDP - Approx. 12 lakh crores _¤ ̄_¤ ̄_¤ ̄ #RussiaUkraineConflict #stockmarketcrash #StockMarketindia",2
936,Institutional investment interest has continued to climb as $ReFi has had amazing yield performance and continues to earn its market leader status in the #FaaS industry throughout a very #bearmarket.,Institutional investment interest has continued to climb as <TICKER> has had amazing yield performance and continues to earn its market leader status in the #FaaS industry throughout a very #bearmarket.,1
937,"Intra Day trading is like Selling Tomatoes in a Sabzi Mandi 

Positional trading is like Selling Diamonds, we only look out for potential buyers

#StockMarketindia #nifty #bnf #stockmarketcrash","Intra Day trading is like Selling Tomatoes in a Sabzi Mandi Positional trading is like Selling Diamonds, we only look out for potential buyers #StockMarketindia #nifty #bnf #stockmarketcrash",1
938,"Intrday + Positional Call:

Buy  Hero Motocorp 2280 April CE @ 87.2

SL : Own

Target : 100

#stockmarkets #StocksToBuy #stockmarketcrash #StockMarketindia",Intrday + Positional Call: Buy Hero Motocorp 2280 April CE @ 87.2 SL : Own Target : 100 #stockmarkets #StocksToBuy #stockmarketcrash #StockMarketindia,1
939,"Intrday + Positional Call:

Buy  IGL 380 CE @ 16.1

SL : Own

Target : 22

#stockmarkets #StocksToBuy #stockmarketcrash #StockMarketindia",Intrday + Positional Call: Buy IGL 380 CE @ 16.1 SL : Own Target : 22 #stockmarkets #StocksToBuy #stockmarketcrash #StockMarketindia,0
940,"Intrday + Positional Call:

Buy  RBL 120 PE @ 6.35

SL : Own

Target : 9

#stockmarkets #StocksToBuy #stockmarketcrash #StockMarketindia",Intrday + Positional Call: Buy RBL 120 PE @ 6.35 SL : Own Target : 9 #stockmarkets #StocksToBuy #stockmarketcrash #StockMarketindia,0
941,"Intrday + Positional Call:

Buy  Tatamotora 450 April CE @ 17.25

SL : Own

Target : 30

#stockmarkets #StocksToBuy #stockmarketcrash #StockMarketindia",Intrday + Positional Call: Buy Tatamotora 450 April CE @ 17.25 SL : Own Target : 30 #stockmarkets #StocksToBuy #stockmarketcrash #StockMarketindia,0
942,"Invest in companies Who__ Products You consume on Day to Day basis ex-Relaxo , Asian paints, Nestle , Marico , Havells ____    #market #stockmarketcrash #StockMarketindia #India","Invest in companies Who__ Products You consume on Day to Day basis ex-Relaxo , Asian paints, Nestle , Marico , Havells ____ #market #stockmarketcrash #StockMarketindia #India",0
943,"Invest in the lows to create new highs! Life is simple and investing is simple but we: __he people_ make it hard for ourselves because of the emotions

#XRP #BTC #ETH #CSPR #Metaverse #NFT #Crypto #altcoin #Altcoins #Cryptocurrency #bearmarket #bullmarket",Invest in the lows to create new highs! Life is simple and investing is simple but we: __he people_ make it hard for ourselves because of the emotions #XRP #BTC #ETH #CSPR #Metaverse #NFT #Crypto #altcoin #Altcoins #Cryptocurrency #bearmarket #bullmarket,2
944,"Invest in yourself because its give you outstanding return RATHER THEN STOCK ALSO __ 
#bearmarket",Invest in yourself because its give you outstanding return RATHER THEN STOCK ALSO __ #bearmarket,1
945,"Invest money in the market, which is You are always ready to lose, you can earn 10 times more than compared to 10 times fearful money.#stockmarkets #stockmarketcrash","Invest money in the market, which is You are always ready to lose, you can earn 10 times more than compared to 10 times fearful money.#stockmarkets #stockmarketcrash",2
946,"Investing on dips is a good thing.

But don't exhaust your emergency fund, or take loans. 

#stockmarketcrash","Investing on dips is a good thing. But don't exhaust your emergency fund, or take loans. #stockmarketcrash",1
947,"Investor wealth declined by Rs 5.12 lakh crore to Rs 254.52 lakh crore today against Rs 259.64 lakh crore in the previous session.
#stockmarketcrash",Investor wealth declined by Rs 5.12 lakh crore to Rs 254.52 lakh crore today against Rs 259.64 lakh crore in the previous session. #stockmarketcrash,1
948,"Investors lost everything today

#stockmarketcrash #war",Investors lost everything today #stockmarketcrash #war,2
949,"Investors who have held back a reserve of fiat currency or stablecoins, or have expendable capital in their bank accounts, will have the ability to __uy the dip._

doesn__ mean you have to sit there and watch your portfolio plummet by the hour. #BearMarket2022 #NFTCommunity","Investors who have held back a reserve of fiat currency or stablecoins, or have expendable capital in their bank accounts, will have the ability to __uy the dip._ doesn__ mean you have to sit there and watch your portfolio plummet by the hour. #BearMarket2022 #NFTCommunity",1
950,"Is it a #bearmarket yet?

#btc #crypto",Is it a #bearmarket yet? #btc #crypto,0
951,"Is it me or is the crypto market filled with opportunities ____?!
#crypto #btc #xrp #vet #cryptocurrency #bearmarket",Is it me or is the crypto market filled with opportunities ____?! #crypto #btc #xrp #vet #cryptocurrency #bearmarket,1
952,Is it time to buy the dip now ? _ #buythedip #bearmarket #BitcoinCrash,Is it time to buy the dip now ? _ #buythedip #bearmarket #BitcoinCrash,0
953,"Is the downward movement in the Nasdaq over? No. The low at 11,489 from 20.05.22 is 100% corrected. The next major crash is likely to be initiated soon. #bearmarket #NASDAQ100 #NASDAQ #prognose #tradingtips #CFDs","Is the downward movement in the Nasdaq over? No. The low at 11,489 from 20.05.22 is 100% corrected. The next major crash is likely to be initiated soon. #bearmarket #NASDAQ100 #NASDAQ #prognose #tradingtips #CFDs",2
954,Is there a difference between how a #squirrel __ moves and how the stock market moves ? None ! #stockmarketcrash,Is there a difference between how a #squirrel __ moves and how the stock market moves ? None ! #stockmarketcrash,0
955,"Is there any asset class that is Booming currently?  
#finance #investing #stockmarketcrash #Crypto #StockMarketindia #cryptocurrency #crash #loss",Is there any asset class that is Booming currently? #finance #investing #stockmarketcrash #Crypto #StockMarketindia #cryptocurrency #crash #loss,1
956,"Is there any such thing as a #bearmarket in #NFTs as well, or does it only apply only to the micros &amp; macros of a tokenized asset?","Is there any such thing as a #bearmarket in #NFTs as well, or does it only apply only to the micros &amp; macros of a tokenized asset?",1
957,"Is there anything 1 in Markey ?

Yes - VIX 

#stockmarketcrash #StockMarketindia #RussiaUkraine",Is there anything 1 in Markey ? Yes - VIX #stockmarketcrash #StockMarketindia #RussiaUkraine,1
958,It JUST crashed? #stockmarketcrash,It JUST crashed? #stockmarketcrash,0
959,"It becomes more difficult to invest in pre earnings businesses like Paytm and Zomato after watching #SharkTankIndia. 

#StockMarketindia #stockmarketcrash 
#buythedip",It becomes more difficult to invest in pre earnings businesses like Paytm and Zomato after watching #SharkTankIndia. #StockMarketindia #stockmarketcrash #buythedip,2
960,"It is Black Monday for #Bitcoin and the S and P is way down.  Bonds inverted again yet oil prices are up.  

Oil prices shouldn__ be up but they are.  This is a supply problem.  Lowering demand isn__ enough.
#stockmarketcrash",It is Black Monday for #Bitcoin and the S and P is way down. Bonds inverted again yet oil prices are up. Oil prices shouldn__ be up but they are. This is a supply problem. Lowering demand isn__ enough. #stockmarketcrash,2
961,"It is time to buy/hold, don__ sell because everybody else is doing that __

#NFT #Crypto #bearmarket #HODL","It is time to buy/hold, don__ sell because everybody else is doing that __ #NFT #Crypto #bearmarket #HODL",0
962,It isn__ a true #bearmarket until your friends and family start laughing at you and claiming #crypto was a big ponzi scheme. _____,It isn__ a true #bearmarket until your friends and family start laughing at you and claiming #crypto was a big ponzi scheme. _____,1
963,"It seems Stocks Market is not in the mood to celebrate Valentine's Day. 

#stockmarketcrash",It seems Stocks Market is not in the mood to celebrate Valentine's Day. #stockmarketcrash,1
964,It took longer than I thought? Common Man!#stockmarketcrash,It took longer than I thought? Common Man!#stockmarketcrash,0
965,"It's crazy when you say it in percentages to recover from 99% fall you need 1000000% gain 

#luna #Lunacrash #BTC #bearmarket",It's crazy when you say it in percentages to recover from 99% fall you need 1000000% gain #luna #Lunacrash #BTC #bearmarket,1
966,"It's not about having the perfect relationship...
It's about finding someone who matches you and will go through everything with you, without giving up
#MJInnocent #Bitcoin #BIGBANG #XboxBethesda #stockmarketcrash #BTSFESTA2022","It's not about having the perfect relationship... It's about finding someone who matches you and will go through everything with you, without giving up #MJInnocent #Bitcoin #BIGBANG #XboxBethesda #stockmarketcrash #BTSFESTA2022",1
967,"It's official: #SPX now off &gt;20% from ATH not quite 5 months ago. #bearmarket 

If you're in *spending* mode this is why you keep cash on hand even when market seems like it's just going up. 

If you're in *saving* mode you're future just got a little bit brighter.",It's official: #SPX now off &gt;20% from ATH not quite 5 months ago. #bearmarket If you're in *spending* mode this is why you keep cash on hand even when market seems like it's just going up. If you're in *saving* mode you're future just got a little bit brighter.,1
968,It's only another one. Just wait patiently. #bearmarket,It's only another one. Just wait patiently. #bearmarket,0
969,It's wild we measure our economic health on this shit. We could start basing the economy on the Tim and Eric prices skit and it'd be a week before anyone noticed. #stockmarketcrash,It's wild we measure our economic health on this shit. We could start basing the economy on the Tim and Eric prices skit and it'd be a week before anyone noticed. #stockmarketcrash,2
970,It__ finally here!  #StockMarketcrash,It__ finally here! #StockMarketcrash,0
971,"It__ fun to watch TV analysts. Ye log har din apne __ong term views_ change kar dete hain ____

#StockMarketindia #stockmarketcrash #nifty #banknifty",It__ fun to watch TV analysts. Ye log har din apne __ong term views_ change kar dete hain ____ #StockMarketindia #stockmarketcrash #nifty #banknifty,1
972,Its an ugly day for Crypto/NFT holders #crypto #bearmarket #bearish,Its an ugly day for Crypto/NFT holders #crypto #bearmarket #bearish,2
973,"Ive entered nft market in november 2021 i have hit only L__ no gains.

No success no profits only losses.

Im still here being bullish cause the L__ came from fomos.

DYOR AND have confidence if you take a L its not A loss but a lesson

#bearmarket #bullmarket #nft #lossandgains",Ive entered nft market in november 2021 i have hit only L__ no gains. No success no profits only losses. Im still here being bullish cause the L__ came from fomos. DYOR AND have confidence if you take a L its not A loss but a lesson #bearmarket #bullmarket #nft #lossandgains,1
974,"Ive lost so much money over the past two years i think ive become desensitized to it. Wake up everyday, lose another 10-20%.
Still buyin the dip tho__ #Bitcoin #stockmarketcrash #buythedip","Ive lost so much money over the past two years i think ive become desensitized to it. Wake up everyday, lose another 10-20%. Still buyin the dip tho__ #Bitcoin #stockmarketcrash #buythedip",2
975,JUST IN: ____ White House says the administration is watching inflation closely and is in a good position to fight it. #stockmarketcrash #StockMarket #StockMarketindia #inflation #USA #WhiteHouse #JoeBidensAmerica #JoeBiden #American #AmberHeardIsALiar #AMC #DowJones #BTCUSDT,JUST IN: ____ White House says the administration is watching inflation closely and is in a good position to fight it. #stockmarketcrash #StockMarket #StockMarketindia #inflation #USA #WhiteHouse #JoeBidensAmerica #JoeBiden #American #AmberHeardIsALiar #AMC #DowJones #BTCUSDT,1
976,"Jabse Zomato ke share khareede hai...
Khaane ke paise bhi nahi rahe ... __

#stockmarketcrash #investing",Jabse Zomato ke share khareede hai... Khaane ke paise bhi nahi rahe ... __ #stockmarketcrash #investing,1
977,"Jabse ye LIC aya hi tabse market ke loude Lage hi bancho__
#marketcrash 
#stockmarketcrash",Jabse ye LIC aya hi tabse market ke loude Lage hi bancho__ #marketcrash #stockmarketcrash,0
978,"Je pense que @kadena_io pourrait prendre la place de @solana qui n__rrÃªte pas de shut down et de @Cardano oÃ¹ il y a toujours rien_ 

#KDA #AVAX #Cardano #eth #btc #SolanaNFTs #altcoins #altcoinseason #BearMarket #BNB #ElonMusk #TRON #CleanNFT #BitcoinButton",Je pense que <USER> pourrait prendre la place de <USER> qui n__rrÃate pas de shut down et de <USER> oÃ1 il y a toujours rien_ #KDA #AVAX #Cardano #eth #btc #SolanaNFTs #altcoins #altcoinseason #BearMarket #BNB #ElonMusk #TRON #CleanNFT #BitcoinButton,0
979,"Jin logon ne subah ka bounce dekh kar buy Kiya ..unke pakode tal gaye...

#stockmarketcrash",Jin logon ne subah ka bounce dekh kar buy Kiya ..unke pakode tal gaye... #stockmarketcrash,0
980,"June is red
#Crypto #bearmarket #Bitcoin #BitcoinCrash #altcoins",June is red #Crypto #bearmarket #Bitcoin #BitcoinCrash #altcoins,0
981,"June will be worst for power shortage. Unbelievable rate hikes and long power cuts kafi hai apko balance kgarab karne k luye...
#sharemarket #StockMarket #stockmarketcrash #powercut",June will be worst for power shortage. Unbelievable rate hikes and long power cuts kafi hai apko balance kgarab karne k luye... #sharemarket #StockMarket #stockmarketcrash #powercut,2
982,"Just 1 month...
the share prices you are seeing were a DREAM

many used to dream to buy stocks at these prices

Now whats' stopping you?

#StockMarket #sharemarket #stockmarketcrash #stockstowatch #Nifty #WealthyHabits",Just 1 month... the share prices you are seeing were a DREAM many used to dream to buy stocks at these prices Now whats' stopping you? #StockMarket #sharemarket #stockmarketcrash #stockstowatch #Nifty #WealthyHabits,1
983,"Just In:Amid the Fed tapering talks, domestic yields have been steadily rising in a narrow band, and the yields are expected to continue northwards in Q4 as the benchmark G-secs rates could move in the range of 6.4-6.8, which is pre-pandemic level.
#stockmarketcrash
#StockMarket","Just In:Amid the Fed tapering talks, domestic yields have been steadily rising in a narrow band, and the yields are expected to continue northwards in Q4 as the benchmark G-secs rates could move in the range of 6.4-6.8, which is pre-pandemic level. #stockmarketcrash #StockMarket",0
984,Just a temporary RIP to my retirement accounts. #DollarCostAveraging #stockmarketcrash,Just a temporary RIP to my retirement accounts. #DollarCostAveraging #stockmarketcrash,0
985,Just be patient for a week. all of the stocks will be available at a discount. wait till March sets. relax and hold. don't do panic selling. #Nifty #Niftybank #stockmarketcrash,Just be patient for a week. all of the stocks will be available at a discount. wait till March sets. relax and hold. don't do panic selling. #Nifty #Niftybank #stockmarketcrash,1
986,"Just bought $100,000 worth of crypto.
Subscribe to my YT channel to see how this YOLO goes!
#BitcoinCrash #bearmarket #WHALES #buythedip","Just bought $100,000 worth of crypto. Subscribe to my YT channel to see how this YOLO goes! #BitcoinCrash #bearmarket #WHALES #buythedip",1
987,"Just know if you__e losing money, most likely we all are!
#stocks #stockmarketcrash #investing","Just know if you__e losing money, most likely we all are! #stocks #stockmarketcrash #investing",2
988,"Just realizing the Dow Jones is down 10% in a week.

There is no way the Fed will get to their target rate with 3 or more rate hikes.  Take the under unless you believe the Dow is going to Zero.
#ratecutscomingsoon

$spx
#stockmarketcrash
#StockMarket",Just realizing the Dow Jones is down 10% in a week. There is no way the Fed will get to their target rate with 3 or more rate hikes. Take the under unless you believe the Dow is going to Zero. #ratecutscomingsoon <TICKER> #stockmarketcrash #StockMarket,2
989,"Just remember in the $BTC #bearmarket #BTC rarely hits its bottom initially, in fact it creates a bottom, then drops down over the proceeding months, so the technical bottom is 13k$ but could be as low as 6.7k$","Just remember in the <TICKER> #bearmarket #BTC rarely hits its bottom initially, in fact it creates a bottom, then drops down over the proceeding months, so the technical bottom is 13k$ but could be as low as 6.7k$",2
990,"Just to remind everyone that in 2018 bear storm was like thunder storm and now it will be thunder bolt stay cautious specially new holders because you sleep and bolts wakes the bear_
#cryptocurrency #Crypto #Bitcoin #bearmarket #UpstartIT",Just to remind everyone that in 2018 bear storm was like thunder storm and now it will be thunder bolt stay cautious specially new holders because you sleep and bolts wakes the bear_ #cryptocurrency #Crypto #Bitcoin #bearmarket #UpstartIT,1
991,"Just watch the Biden Admin, spin the #stockmarketcrash to the #PutinMarketCrash, when it's really the #BidenMarketCrash!","Just watch the Biden Admin, spin the #stockmarketcrash to the #PutinMarketCrash, when it's really the #BidenMarketCrash!",0
992,"Keep Calm, stay invested.. this too shall pass !!! 

To all the first time investors who started investing since 2022. 

#stockmarketcrash #investing #investment #markets #finance #Share","Keep Calm, stay invested.. this too shall pass !!! To all the first time investors who started investing since 2022. #stockmarketcrash #investing #investment #markets #finance #Share",1
993,"Keep emotions in check!
A __ip_ of 3-5% occurs ~ 3-4 times a year.
A _#Correction_ of 10% occurs ~ once/year.
A _#BearMarket_ of 20% or more happens ~ once/4.5 - 5 years.
Since 1946, on avg bear markets__last about 15 months, bull markets __last about 54 months. #money #wealth","Keep emotions in check! A __ip_ of 3-5% occurs ~ 3-4 times a year. A _#Correction_ of 10% occurs ~ once/year. A _#BearMarket_ of 20% or more happens ~ once/4.5 - 5 years. Since 1946, on avg bear markets__last about 15 months, bull markets __last about 54 months. #money #wealth",0
994,"Keeping the interest of retail shareholder and to protect Indian market, on the behalf of investors of India I request SEBI to change the timing of market and close it before 2 PM. @AnilSinghvi_ @deepdbhandari 
#Nifty #stockmarketcrash","Keeping the interest of retail shareholder and to protect Indian market, on the behalf of investors of India I request SEBI to change the timing of market and close it before 2 PM. <USER> <USER> #Nifty #stockmarketcrash",1
995,"Kehndi hundi si mera stocks upar karwa de, bear market nahi pasnd mainu, bull wapis laade __

#stockmarket #stockmarketcrash #stockmarkettoday","Kehndi hundi si mera stocks upar karwa de, bear market nahi pasnd mainu, bull wapis laade __ #stockmarket #stockmarketcrash #stockmarkettoday",0
996,"Kids take kitkat break , Legends take sutta __ break. 
#stockmarketcrash #FridayVibes","Kids take kitkat break , Legends take sutta __ break. #stockmarketcrash #FridayVibes",0
997,"Kiev requests a meeting with Moscow. The global market takes a dive as Western countries ready their sanctions and restrictions in wake of an ""imminent"" invasion of #Ukraine 

#stockmarketcrash #Russia","Kiev requests a meeting with Moscow. The global market takes a dive as Western countries ready their sanctions and restrictions in wake of an ""imminent"" invasion of #Ukraine #stockmarketcrash #Russia",1
998,"LIC IPO: Haven't seen huge hype of LIC IPO, it has open and closed almost in silence. I haven't seen this kind of silence in several recent IPOs. 
à¤ à¤_¤¼à¤¾à¤®à¥_¤¶à¥ à¤_à¤ à¤¤à à¤_¤¹à¤¤à à¤¹à 
#StockMarketindia #StockMarket #stockmarketcrash #LICIPO","LIC IPO: Haven't seen huge hype of LIC IPO, it has open and closed almost in silence. I haven't seen this kind of silence in several recent IPOs. à¤ à¤_¤1⁄4à¤3⁄4à¤®à¥_¤¶à¥ à¤_à¤ à¤¤à à¤_¤1à¤¤à à¤1à #StockMarketindia #StockMarket #stockmarketcrash #LICIPO",2
999,LIC supports everyone but no one supports LIC. #LICIPO #stockmarketcrash,LIC supports everyone but no one supports LIC. #LICIPO #stockmarketcrash,1
1000,La corde ou le train ? _ Nice #bearmarket,La corde ou le train ? _ Nice #bearmarket,1
1001,"La liquidation boursiÃ¨re s__st approfondie lundi 13 juin, le S&amp;P 500 entrant dans un marchÃ© baissier, les investisseurs Ã©tant toujours inquiets suite _ la publication le 10 juin des donnÃ©es de l__nflation aux Etats-Unis pour mai, _ 8.6% sur un an. #bearmarket #NYSE","La liquidation boursiÃ ̈re s__st approfondie lundi 13 juin, le S&amp;P 500 entrant dans un marchÃ© baissier, les investisseurs Ã©tant toujours inquiets suite _ la publication le 10 juin des donnÃ©es de l__nflation aux Etats-Unis pour mai, _ 8.6% sur un an. #bearmarket #NYSE",0
1002,"La tempesta perfetta che ha portato al bull market e all__dozione main stream delle crypto, adesso si scatena al contrario, portando (temo) ad luuuungo bear market #BTC #ETH #bearmarket #Crypto @crypto_gateway @HandyCrypto","La tempesta perfetta che ha portato al bull market e all__dozione main stream delle crypto, adesso si scatena al contrario, portando (temo) ad luuuungo bear market #BTC #ETH #bearmarket #Crypto <USER> <USER>",1
1003,"Laal ishq_¤ï_
#stockmarketcrash #portfolio",Laal ishq_¤ï_ #stockmarketcrash #portfolio,0
1004,"Ladies and gentlemen, boys and girls, the entire financial system is crumbling before your very eyes. Buckle up!!! #stockmarketcrash #Cryptocrash","Ladies and gentlemen, boys and girls, the entire financial system is crumbling before your very eyes. Buckle up!!! #stockmarketcrash #Cryptocrash",0
1005,"Last time Trump attended the Kentucky Derby at Churchill Downs was 1999_ 

#stockmarketcrash",Last time Trump attended the Kentucky Derby at Churchill Downs was 1999_ #stockmarketcrash,0
1006,"Laugh a little today, staring at your screen and be angry is not going to help you. Search for distraction. #stockmarketcrash #crypto #Bitcoin #StockMarket","Laugh a little today, staring at your screen and be angry is not going to help you. Search for distraction. #stockmarketcrash #crypto #Bitcoin #StockMarket",2
1007,"Laziness is a disease. If you don__ kick it out of your life, it will devour you. #IGOT7 #AmberHeardlsALiar #stockmarketcrash","Laziness is a disease. If you don__ kick it out of your life, it will devour you. #IGOT7 #AmberHeardlsALiar #stockmarketcrash",0
1008,"Le bear market crypto a dÃ©marrÃ© _§¸

Sauf surprise, il faut s'attendre _ aller chercher les anciens niveaux entre 12,000 et 22,000 avant le bull market qui se profile autour du  halving en 2024, en fonction des donnÃ©es historiques. 

#bearmarket #halving #bitcoin #crypto #dca","Le bear market crypto a dÃ©marrÃ© _§ ̧ Sauf surprise, il faut s'attendre _ aller chercher les anciens niveaux entre 12,000 et 22,000 avant le bull market qui se profile autour du halving en 2024, en fonction des donnÃ©es historiques. #bearmarket #halving #bitcoin #crypto #dca",1
1009,Les gars c__st un peu compliquÃ© ces temps ci vous voulez pas tous acheter des cryptos Ã§a m__rrange je vais plus pouvoir payer mon Ã©cole qui me coÃ»te 200_ par an #bearmarket #BitcoinCrash @Florianrmtn,Les gars c__st un peu compliquÃ© ces temps ci vous voulez pas tous acheter des cryptos Ã§a m__rrange je vais plus pouvoir payer mon Ã©cole qui me coÃ»te 200_ par an #bearmarket #BitcoinCrash <USER>,0
1010,Les prochains jours s__nnoncent baissiers sur le Bitcoin et les alt coins. Nous devrions nous attendre _ un test des 27k ainsi que les 24k. #BitcoinCrash #bearmarket #altcoinsignal,Les prochains jours s__nnoncent baissiers sur le Bitcoin et les alt coins. Nous devrions nous attendre _ un test des 27k ainsi que les 24k. #BitcoinCrash #bearmarket #altcoinsignal,0
1011,Let #stockmarketcrash I like discounts anyways ____,Let #stockmarketcrash I like discounts anyways ____,1
1012,Let it burn.  #stockmarketcrash,Let it burn. #stockmarketcrash,0
1013,"Let's be the smarter one's this time...!

#StockMarket #StockMarketindia #stockmarketcrash #buythedip",Let's be the smarter one's this time...! #StockMarket #StockMarketindia #stockmarketcrash #buythedip,1
1014,"Let's look at the KPIs to see how #DeFi  has held up during #bearmarket :

-TVL is down 66% __
-DEX volumes are down 66% __
-Borrow volumes are down 75% __
-Stablecoin supply has contract 17% __
-DeFi tokens are down 90% __
As bad as #DeFi  is now, it will be better in the future","Let's look at the KPIs to see how #DeFi has held up during #bearmarket : -TVL is down 66% __ -DEX volumes are down 66% __ -Borrow volumes are down 75% __ -Stablecoin supply has contract 17% __ -DeFi tokens are down 90% __ As bad as #DeFi is now, it will be better in the future",2
1015,"Let's see your #trading setup!

#willitriseorfall #stockmarketcrash #StockMarket #stocks #Bitcoin #cryptocurrency #crypto",Let's see your #trading setup! #willitriseorfall #stockmarketcrash #StockMarket #stocks #Bitcoin #cryptocurrency #crypto,0
1016,"Let__ face reality. There are a lot of people given a lot of hype about cryptocurrency Only to be let down all year #Dogecoin, #Shiba, #dogelonarmy #cryptocurrency #bearmarket","Let__ face reality. There are a lot of people given a lot of hype about cryptocurrency Only to be let down all year #Dogecoin, #Shiba, #dogelonarmy #cryptocurrency #bearmarket",0
